| end of split  78 / 80 | epoch   3 | time: 353.05s | valid loss  0.81 | valid ppl     2.24 | learning rate 20.0000
| end of split  79 / 80 | epoch   3 | time: 353.44s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split  80 / 80 | epoch   3 | time: 354.38s | valid loss  0.78 | valid ppl     2.18 | learning rate 20.0000
| end of split   1 / 80 | epoch   4 | time: 352.13s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   2 / 80 | epoch   4 | time: 353.99s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   3 / 80 | epoch   4 | time: 353.44s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   4 / 80 | epoch   4 | time: 353.97s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split   5 / 80 | epoch   4 | time: 353.37s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   6 / 80 | epoch   4 | time: 354.78s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   7 / 80 | epoch   4 | time: 353.83s | valid loss  0.80 | valid ppl     2.23 | learning rate 20.0000
| end of split   8 / 80 | epoch   4 | time: 354.23s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split   9 / 80 | epoch   4 | time: 353.55s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split  10 / 80 | epoch   4 | time: 354.29s | valid loss  0.78 | valid ppl     2.18 | learning rate 20.0000
| end of split  11 / 80 | epoch   4 | time: 354.72s | valid loss  0.81 | valid ppl     2.24 | learning rate 20.0000
| end of split  12 / 80 | epoch   4 | time: 354.77s | valid loss  0.77 | valid ppl     2.17 | learning rate 20.0000
| end of split  13 / 80 | epoch   4 | time: 353.85s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  14 / 80 | epoch   4 | time: 355.37s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  15 / 80 | epoch   4 | time: 355.11s | valid loss  0.78 | valid ppl     2.18 | learning rate 20.0000
| end of split  16 / 80 | epoch   4 | time: 354.38s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  17 / 80 | epoch   4 | time: 355.65s | valid loss  0.79 | valid ppl     2.20 | learning rate 20.0000
| end of split  18 / 80 | epoch   4 | time: 354.83s | valid loss  0.77 | valid ppl     2.17 | learning rate 20.0000
| end of split  19 / 80 | epoch   4 | time: 354.98s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  20 / 80 | epoch   4 | time: 356.22s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  21 / 80 | epoch   4 | time: 355.09s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  22 / 80 | epoch   4 | time: 355.71s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  23 / 80 | epoch   4 | time: 354.03s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  24 / 80 | epoch   4 | time: 354.93s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  25 / 80 | epoch   4 | time: 355.52s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  26 / 80 | epoch   4 | time: 355.24s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  27 / 80 | epoch   4 | time: 355.89s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  28 / 80 | epoch   4 | time: 354.81s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  29 / 80 | epoch   4 | time: 354.58s | valid loss  0.78 | valid ppl     2.18 | learning rate 20.0000
| end of split  30 / 80 | epoch   4 | time: 356.34s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  31 / 80 | epoch   4 | time: 355.72s | valid loss  0.77 | valid ppl     2.15 | learning rate 20.0000
| end of split  32 / 80 | epoch   4 | time: 354.40s | valid loss  0.81 | valid ppl     2.24 | learning rate 20.0000
| end of split  33 / 80 | epoch   4 | time: 354.28s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  34 / 80 | epoch   4 | time: 353.91s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  35 / 80 | epoch   4 | time: 354.99s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  36 / 80 | epoch   4 | time: 354.84s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  37 / 80 | epoch   4 | time: 354.22s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  38 / 80 | epoch   4 | time: 353.47s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  39 / 80 | epoch   4 | time: 353.83s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  40 / 80 | epoch   4 | time: 352.74s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  41 / 80 | epoch   4 | time: 353.88s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  42 / 80 | epoch   4 | time: 354.29s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  43 / 80 | epoch   4 | time: 353.90s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  44 / 80 | epoch   4 | time: 353.78s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  45 / 80 | epoch   4 | time: 353.20s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  46 / 80 | epoch   4 | time: 354.81s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  47 / 80 | epoch   4 | time: 354.47s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  48 / 80 | epoch   4 | time: 354.20s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  49 / 80 | epoch   4 | time: 353.83s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  50 / 80 | epoch   4 | time: 354.21s | valid loss  0.79 | valid ppl     2.20 | learning rate 20.0000
| end of split  51 / 80 | epoch   4 | time: 353.36s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split  52 / 80 | epoch   4 | time: 353.50s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  53 / 80 | epoch   4 | time: 354.56s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  54 / 80 | epoch   4 | time: 354.15s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  55 / 80 | epoch   4 | time: 354.65s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  56 / 80 | epoch   4 | time: 354.23s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  57 / 80 | epoch   4 | time: 354.30s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  58 / 80 | epoch   4 | time: 353.96s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  59 / 80 | epoch   4 | time: 353.69s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  60 / 80 | epoch   4 | time: 353.50s | valid loss  0.76 | valid ppl     2.15 | learning rate 20.0000
| end of split  61 / 80 | epoch   4 | time: 353.94s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  62 / 80 | epoch   4 | time: 355.41s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  63 / 80 | epoch   4 | time: 354.40s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  64 / 80 | epoch   4 | time: 354.17s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  65 / 80 | epoch   4 | time: 353.24s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  66 / 80 | epoch   4 | time: 354.88s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  67 / 80 | epoch   4 | time: 355.14s | valid loss  0.77 | valid ppl     2.16 | learning rate 20.0000
| end of split  68 / 80 | epoch   4 | time: 353.83s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  69 / 80 | epoch   4 | time: 356.04s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  70 / 80 | epoch   4 | time: 355.12s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  71 / 80 | epoch   4 | time: 354.93s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  72 / 80 | epoch   4 | time: 354.25s | valid loss  0.76 | valid ppl     2.14 | learning rate 20.0000
| end of split  73 / 80 | epoch   4 | time: 354.21s | valid loss  0.76 | valid ppl     2.13 | learning rate 20.0000
| end of split  74 / 80 | epoch   4 | time: 354.32s | valid loss  0.78 | valid ppl     2.19 | learning rate 20.0000
| end of split  75 / 80 | epoch   4 | time: 352.87s | valid loss  0.75 | valid ppl     2.11 | learning rate 5.0000
| end of split  76 / 80 | epoch   4 | time: 353.69s | valid loss  0.75 | valid ppl     2.11 | learning rate 5.0000
| end of split  77 / 80 | epoch   4 | time: 353.42s | valid loss  0.75 | valid ppl     2.11 | learning rate 5.0000
| end of split  78 / 80 | epoch   4 | time: 354.30s | valid loss  0.75 | valid ppl     2.11 | learning rate 5.0000
| end of split  79 / 80 | epoch   4 | time: 353.36s | valid loss  0.74 | valid ppl     2.11 | learning rate 5.0000
| end of split  80 / 80 | epoch   4 | time: 353.85s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   1 / 80 | epoch   5 | time: 352.44s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   2 / 80 | epoch   5 | time: 354.26s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   3 / 80 | epoch   5 | time: 354.72s | valid loss  0.74 | valid ppl     2.11 | learning rate 5.0000
| end of split   4 / 80 | epoch   5 | time: 354.74s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   5 / 80 | epoch   5 | time: 355.80s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   6 / 80 | epoch   5 | time: 354.96s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   7 / 80 | epoch   5 | time: 354.07s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   8 / 80 | epoch   5 | time: 354.50s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split   9 / 80 | epoch   5 | time: 353.62s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  10 / 80 | epoch   5 | time: 352.63s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  11 / 80 | epoch   5 | time: 354.63s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  12 / 80 | epoch   5 | time: 353.67s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  13 / 80 | epoch   5 | time: 355.09s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  14 / 80 | epoch   5 | time: 353.92s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  15 / 80 | epoch   5 | time: 353.49s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  16 / 80 | epoch   5 | time: 354.21s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  17 / 80 | epoch   5 | time: 354.35s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  18 / 80 | epoch   5 | time: 354.64s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  19 / 80 | epoch   5 | time: 353.77s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  20 / 80 | epoch   5 | time: 353.71s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  21 / 80 | epoch   5 | time: 354.63s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  22 / 80 | epoch   5 | time: 353.65s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  23 / 80 | epoch   5 | time: 354.05s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  24 / 80 | epoch   5 | time: 353.72s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  25 / 80 | epoch   5 | time: 354.57s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  26 / 80 | epoch   5 | time: 354.67s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  27 / 80 | epoch   5 | time: 353.46s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  28 / 80 | epoch   5 | time: 354.17s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  29 / 80 | epoch   5 | time: 355.75s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  30 / 80 | epoch   5 | time: 353.48s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  31 / 80 | epoch   5 | time: 353.92s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  32 / 80 | epoch   5 | time: 354.33s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  33 / 80 | epoch   5 | time: 354.72s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  34 / 80 | epoch   5 | time: 353.61s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  35 / 80 | epoch   5 | time: 352.82s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  36 / 80 | epoch   5 | time: 353.57s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  37 / 80 | epoch   5 | time: 353.75s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  38 / 80 | epoch   5 | time: 353.36s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  39 / 80 | epoch   5 | time: 354.17s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  40 / 80 | epoch   5 | time: 355.07s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  41 / 80 | epoch   5 | time: 354.39s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  42 / 80 | epoch   5 | time: 354.58s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  43 / 80 | epoch   5 | time: 354.62s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  44 / 80 | epoch   5 | time: 354.89s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  45 / 80 | epoch   5 | time: 353.02s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  46 / 80 | epoch   5 | time: 353.47s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  47 / 80 | epoch   5 | time: 354.23s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  48 / 80 | epoch   5 | time: 354.24s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  49 / 80 | epoch   5 | time: 354.39s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  50 / 80 | epoch   5 | time: 354.23s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  51 / 80 | epoch   5 | time: 353.56s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  52 / 80 | epoch   5 | time: 353.35s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  53 / 80 | epoch   5 | time: 354.41s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  54 / 80 | epoch   5 | time: 354.60s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  55 / 80 | epoch   5 | time: 353.67s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  56 / 80 | epoch   5 | time: 354.31s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  57 / 80 | epoch   5 | time: 354.85s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  58 / 80 | epoch   5 | time: 354.60s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  59 / 80 | epoch   5 | time: 354.04s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  60 / 80 | epoch   5 | time: 353.77s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  61 / 80 | epoch   5 | time: 353.53s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  62 / 80 | epoch   5 | time: 353.45s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  63 / 80 | epoch   5 | time: 353.70s | valid loss  0.74 | valid ppl     2.10 | learning rate 5.0000
| end of split  64 / 80 | epoch   5 | time: 353.95s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  65 / 80 | epoch   5 | time: 354.87s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  66 / 80 | epoch   5 | time: 355.17s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  67 / 80 | epoch   5 | time: 354.00s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  68 / 80 | epoch   5 | time: 370.22s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  69 / 80 | epoch   5 | time: 357.24s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  70 / 80 | epoch   5 | time: 359.38s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  71 / 80 | epoch   5 | time: 362.46s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  72 / 80 | epoch   5 | time: 354.98s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  73 / 80 | epoch   5 | time: 355.78s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  74 / 80 | epoch   5 | time: 356.44s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  75 / 80 | epoch   5 | time: 362.60s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  76 / 80 | epoch   5 | time: 362.84s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  77 / 80 | epoch   5 | time: 364.52s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  78 / 80 | epoch   5 | time: 359.34s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  79 / 80 | epoch   5 | time: 354.70s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  80 / 80 | epoch   5 | time: 354.70s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   1 / 80 | epoch   6 | time: 356.23s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   2 / 80 | epoch   6 | time: 362.59s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   3 / 80 | epoch   6 | time: 356.97s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   4 / 80 | epoch   6 | time: 356.29s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   5 / 80 | epoch   6 | time: 356.95s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   6 / 80 | epoch   6 | time: 361.79s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   7 / 80 | epoch   6 | time: 360.84s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   8 / 80 | epoch   6 | time: 355.53s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split   9 / 80 | epoch   6 | time: 354.59s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  10 / 80 | epoch   6 | time: 355.54s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  11 / 80 | epoch   6 | time: 355.99s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  12 / 80 | epoch   6 | time: 355.47s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  13 / 80 | epoch   6 | time: 354.75s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  14 / 80 | epoch   6 | time: 355.69s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  15 / 80 | epoch   6 | time: 355.32s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  16 / 80 | epoch   6 | time: 354.97s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  17 / 80 | epoch   6 | time: 354.30s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  18 / 80 | epoch   6 | time: 354.59s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  19 / 80 | epoch   6 | time: 354.71s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  20 / 80 | epoch   6 | time: 354.18s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  21 / 80 | epoch   6 | time: 354.41s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  22 / 80 | epoch   6 | time: 354.20s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  23 / 80 | epoch   6 | time: 354.26s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  24 / 80 | epoch   6 | time: 354.20s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  25 / 80 | epoch   6 | time: 354.88s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  26 / 80 | epoch   6 | time: 354.65s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  27 / 80 | epoch   6 | time: 352.92s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  28 / 80 | epoch   6 | time: 355.23s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  29 / 80 | epoch   6 | time: 354.94s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  30 / 80 | epoch   6 | time: 353.86s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  31 / 80 | epoch   6 | time: 353.17s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  32 / 80 | epoch   6 | time: 352.93s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  33 / 80 | epoch   6 | time: 353.67s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  34 / 80 | epoch   6 | time: 354.40s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  35 / 80 | epoch   6 | time: 355.11s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  36 / 80 | epoch   6 | time: 353.99s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  37 / 80 | epoch   6 | time: 353.91s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  38 / 80 | epoch   6 | time: 353.83s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  39 / 80 | epoch   6 | time: 353.98s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  40 / 80 | epoch   6 | time: 353.58s | valid loss  0.73 | valid ppl     2.09 | learning rate 5.0000
| end of split  41 / 80 | epoch   6 | time: 354.79s | valid loss  0.73 | valid ppl     2.09 | learning rate 5.0000
| end of split  42 / 80 | epoch   6 | time: 355.84s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  43 / 80 | epoch   6 | time: 354.38s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  44 / 80 | epoch   6 | time: 354.86s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  45 / 80 | epoch   6 | time: 354.57s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  46 / 80 | epoch   6 | time: 353.86s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  47 / 80 | epoch   6 | time: 353.54s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  48 / 80 | epoch   6 | time: 353.88s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  49 / 80 | epoch   6 | time: 354.89s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  50 / 80 | epoch   6 | time: 353.77s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  51 / 80 | epoch   6 | time: 354.15s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  52 / 80 | epoch   6 | time: 355.01s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  53 / 80 | epoch   6 | time: 354.51s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  54 / 80 | epoch   6 | time: 354.66s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  55 / 80 | epoch   6 | time: 354.46s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  56 / 80 | epoch   6 | time: 353.98s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  57 / 80 | epoch   6 | time: 353.31s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  58 / 80 | epoch   6 | time: 354.39s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  59 / 80 | epoch   6 | time: 353.25s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  60 / 80 | epoch   6 | time: 354.98s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  61 / 80 | epoch   6 | time: 355.70s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  62 / 80 | epoch   6 | time: 354.16s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  63 / 80 | epoch   6 | time: 354.22s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  64 / 80 | epoch   6 | time: 354.76s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  65 / 80 | epoch   6 | time: 354.69s | valid loss  0.74 | valid ppl     2.09 | learning rate 5.0000
| end of split  66 / 80 | epoch   6 | time: 355.79s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  67 / 80 | epoch   6 | time: 355.30s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  68 / 80 | epoch   6 | time: 355.21s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  69 / 80 | epoch   6 | time: 354.29s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  70 / 80 | epoch   6 | time: 354.67s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  71 / 80 | epoch   6 | time: 352.96s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  72 / 80 | epoch   6 | time: 353.43s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  73 / 80 | epoch   6 | time: 354.13s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  74 / 80 | epoch   6 | time: 354.14s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  75 / 80 | epoch   6 | time: 353.83s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  76 / 80 | epoch   6 | time: 355.08s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  77 / 80 | epoch   6 | time: 355.78s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
| end of split  78 / 80 | epoch   6 | time: 356.12s | valid loss  0.73 | valid ppl     2.08 | learning rate 5.0000
